id,xmid,ymid,radius,ubulk,HtAvg
275,0.00018375,0.000136399001096049,2.5e-06,9.33383436054996e-05,0.707849216557673
276,0.00018375,0.000149389382152816,2.5e-06,4.88339182415105e-05,0.843365086306543
277,0.00018375,0.000162379763209582,2.5e-06,9.89159358535234e-05,0.805644174108404
278,0.00018375,0.000175370144266349,2.5e-06,4.28138427758485e-05,0.855938723705922
279,0.00018375,0.000188360525323115,2.5e-06,0.000113603181235189,0.58816681612654
280,0.00018375,0.000201350906379882,2.5e-06,4.96924225482626e-05,0.417724175823836
281,0.00018375,0.000214341287436649,2.5e-06,0.000217062490147261,0.116888258786826
282,0.00018375,0.000227331668493415,2.5e-06,2.99700183834172e-05,0.0153677790436863
283,0.00018375,0.000240322049550182,2.5e-06,0.000279752674877377,0.0032598319183577
284,0.00018375,0.000253312430606948,2.5e-06,-0.000154107975187357,0.305492819777521
285,0.00020625,6.49519052838329e-06,2.5e-06,-1.53504151516263e-05,0
286,0.00020625,1.94855715851499e-05,2.5e-06,3.78094491019428e-05,0
287,0.00020625,3.24759526419164e-05,2.5e-06,1.42172375973814e-05,0
288,0.00020625,4.5466333698683e-05,2.5e-06,6.28137075367727e-05,0.00745104438481758
289,0.00020625,5.84567147554496e-05,2.5e-06,3.83671878539932e-05,0.0116422568512775
290,0.00020625,7.14470958122162e-05,2.5e-06,8.36622342286905e-05,0.0554171426120809
291,0.00020625,8.44374768689828e-05,2.5e-06,5.44668439506679e-05,0.0777702757665334
292,0.00020625,9.74278579257494e-05,2.5e-06,9.03579460163932e-05,0.153212100162812
293,0.00020625,0.000110418238982516,2.5e-06,5.92754967492865e-05,0.223065641270477
294,0.00020625,0.000123408620039283,2.5e-06,9.08626151587507e-05,0.297576085118652
295,0.00020625,0.000136399001096049,2.5e-06,7.38586835592559e-05,0.400493635683946
296,0.00020625,0.000149389382152816,2.5e-06,0.000118363108923244,0.466155964325152
297,0.00020625,0.000162379763209582,2.5e-06,9.18219205290068e-05,0.586304055030336
298,0.00020625,0.000175370144266349,2.5e-06,0.00014792401360668,0.646378100382927
299,0.00020625,0.000188360525323115,2.5e-06,8.31776892771039e-05,0.756746695333039
300,0.00020625,0.000201350906379882,2.5e-06,0.000147088447964031,0.731599420534278
301,0.00020625,0.000214341287436649,2.5e-06,7.62851260496195e-05,0.820546262878038
302,0.00020625,0.000227331668493415,2.5e-06,0.000263377597813462,0.331571475124384
303,0.00020625,0.000240322049550182,2.5e-06,0.000131054963262244,0.185810419346389
304,0.00020625,0.000253312430606948,2.5e-06,0.000564915613326977,0.119216710157081
305,0.00022875,6.49519052838329e-06,2.5e-06,1.53504151516253e-05,0
306,0.00022875,1.94855715851499e-05,2.5e-06,1.53504151516253e-05,0
307,0.00022875,3.24759526419164e-05,2.5e-06,3.89426266561858e-05,0
308,0.00022875,4.5466333698683e-05,2.5e-06,3.89426266561868e-05,0
309,0.00022875,5.84567147554496e-05,2.5e-06,6.33891463389642e-05,0
310,0.00022875,7.14470958122162e-05,2.5e-06,6.33891463389638e-05,0
311,0.00022875,8.44374768689828e-05,2.5e-06,9.25845366169881e-05,0
312,0.00022875,9.74278579257494e-05,2.5e-06,9.25845366169881e-05,0
313,0.00022875,0.000110418238982516,2.5e-06,0.000123666985884096,0
314,0.00022875,0.000123408620039283,2.5e-06,0.000123666985884096,0
315,0.00022875,0.000136399001096049,2.5e-06,0.000140670917483592,0.0130393276734308
316,0.00022875,0.000149389382152816,2.5e-06,0.000140670917483593,0.0116422568512775
317,0.00022875,0.000162379763209582,2.5e-06,0.00016721210587783,0.0484317885013142
318,0.00022875,0.000175370144266349,2.5e-06,0.000167212105877829,0.0498288593234674
319,0.00022875,0.000188360525323115,2.5e-06,0.000231958430207406,0.12294223234949
320,0.00022875,0.000201350906379882,2.5e-06,0.000231958430207406,0.120148090705183
321,0.00022875,0.000214341287436649,2.5e-06,0.000302761752121816,0.223065641270477
322,0.00022875,0.000227331668493415,2.5e-06,0.000302761752121816,0.236570659217959
323,0.00022875,0.000240322049550182,2.5e-06,0.000435084386673033,0.307355580873726
324,0.00022875,0.000253312430606948,2.5e-06,0.000435084386673033,0.303630058681315
